ID Major,Major,ID Year,Year,ID University,University,ID Gender,Gender,Completions,Slug University,Slug CIP6
521399,Other Management Sciences & Quantitative Methods,2020,2020,190150,Columbia University in the City of New York,1,Men,836,columbia-university-in-the-city-of-new-york,other-management-sciences-quantitative-methods
520201,General Business Administration & Management,2013,2013,190150,Columbia University in the City of New York,1,Men,830,columbia-university-in-the-city-of-new-york,general-business-administration-management
520201,General Business Administration & Management,2017,2017,190150,Columbia University in the City of New York,1,Men,808,columbia-university-in-the-city-of-new-york,general-business-administration-management
520201,General Business Administration & Management,2015,2015,190150,Columbia University in the City of New York,1,Men,802,columbia-university-in-the-city-of-new-york,general-business-administration-management
520201,General Business Administration & Management,2014,2014,190150,Columbia University in the City of New York,1,Men,800,columbia-university-in-the-city-of-new-york,general-business-administration-management
520201,General Business Administration & Management,2016,2016,190150,Columbia University in the City of New York,1,Men,796,columbia-university-in-the-city-of-new-york,general-business-administration-management
520201,General Business Administration & Management,2012,2012,190150,Columbia University in the City of New York,1,Men,791,columbia-university-in-the-city-of-new-york,general-business-administration-management
520201,General Business Administration & Management,2018,2018,190150,Columbia University in the City of New York,1,Men,780,columbia-university-in-the-city-of-new-york,general-business-administration-management
520201,General Business Administration & Management,2019,2019,190150,Columbia University in the City of New York,1,Men,730,columbia-university-in-the-city-of-new-york,general-business-administration-management
110701,Computer Science,2020,2020,190150,Columbia University in the City of New York,1,Men,572,columbia-university-in-the-city-of-new-york,computer-science-110701
110701,Computer Science,2019,2019,190150,Columbia University in the City of New York,1,Men,469,columbia-university-in-the-city-of-new-york,computer-science-110701
110701,Computer Science,2018,2018,190150,Columbia University in the City of New York,1,Men,463,columbia-university-in-the-city-of-new-york,computer-science-110701
110701,Computer Science,2017,2017,190150,Columbia University in the City of New York,1,Men,378,columbia-university-in-the-city-of-new-york,computer-science-110701
110701,Computer Science,2015,2015,190150,Columbia University in the City of New York,1,Men,301,columbia-university-in-the-city-of-new-york,computer-science-110701
110701,Computer Science,2016,2016,190150,Columbia University in the City of New York,1,Men,299,columbia-university-in-the-city-of-new-york,computer-science-110701
450603,Econometrics & Quantitative Economics,2020,2020,190150,Columbia University in the City of New York,1,Men,296,columbia-university-in-the-city-of-new-york,econometrics-quantitative-economics
450603,Econometrics & Quantitative Economics,2018,2018,190150,Columbia University in the City of New York,1,Men,267,columbia-university-in-the-city-of-new-york,econometrics-quantitative-economics
143701,Operations Research,2012,2012,190150,Columbia University in the City of New York,1,Men,265,columbia-university-in-the-city-of-new-york,operations-research-143701
450603,Econometrics & Quantitative Economics,2019,2019,190150,Columbia University in the City of New York,1,Men,265,columbia-university-in-the-city-of-new-york,econometrics-quantitative-economics
450601,General Economics,2015,2015,190150,Columbia University in the City of New York,1,Men,261,columbia-university-in-the-city-of-new-york,general-economics
143701,Operations Research,2019,2019,190150,Columbia University in the City of New York,1,Men,253,columbia-university-in-the-city-of-new-york,operations-research-143701
143701,Operations Research,2015,2015,190150,Columbia University in the City of New York,1,Men,247,columbia-university-in-the-city-of-new-york,operations-research-143701
220101,Law,2014,2014,190150,Columbia University in the City of New York,1,Men,246,columbia-university-in-the-city-of-new-york,law-220101
143701,Operations Research,2013,2013,190150,Columbia University in the City of New York,1,Men,244,columbia-university-in-the-city-of-new-york,operations-research-143701
110701,Computer Science,2012,2012,190150,Columbia University in the City of New York,1,Men,243,columbia-university-in-the-city-of-new-york,computer-science-110701
143701,Operations Research,2016,2016,190150,Columbia University in the City of New York,1,Men,242,columbia-university-in-the-city-of-new-york,operations-research-143701
143701,Operations Research,2018,2018,190150,Columbia University in the City of New York,1,Men,241,columbia-university-in-the-city-of-new-york,operations-research-143701
220101,Law,2013,2013,190150,Columbia University in the City of New York,1,Men,241,columbia-university-in-the-city-of-new-york,law-220101
270501,General Statistics,2019,2019,190150,Columbia University in the City of New York,1,Men,241,columbia-university-in-the-city-of-new-york,general-statistics
143701,Operations Research,2017,2017,190150,Columbia University in the City of New York,1,Men,240,columbia-university-in-the-city-of-new-york,operations-research-143701
450601,General Economics,2016,2016,190150,Columbia University in the City of New York,1,Men,240,columbia-university-in-the-city-of-new-york,general-economics
220101,Law,2012,2012,190150,Columbia University in the City of New York,1,Men,238,columbia-university-in-the-city-of-new-york,law-220101
270501,General Statistics,2020,2020,190150,Columbia University in the City of New York,1,Men,238,columbia-university-in-the-city-of-new-york,general-statistics
143701,Operations Research,2014,2014,190150,Columbia University in the City of New York,1,Men,231,columbia-university-in-the-city-of-new-york,operations-research-143701
220101,Law,2017,2017,190150,Columbia University in the City of New York,1,Men,226,columbia-university-in-the-city-of-new-york,law-220101
220101,Law,2018,2018,190150,Columbia University in the City of New York,1,Men,226,columbia-university-in-the-city-of-new-york,law-220101
220101,Law,2015,2015,190150,Columbia University in the City of New York,1,Men,224,columbia-university-in-the-city-of-new-york,law-220101
220101,Law,2019,2019,190150,Columbia University in the City of New York,1,Men,223,columbia-university-in-the-city-of-new-york,law-220101
110701,Computer Science,2014,2014,190150,Columbia University in the City of New York,1,Men,222,columbia-university-in-the-city-of-new-york,computer-science-110701
110701,Computer Science,2013,2013,190150,Columbia University in the City of New York,1,Men,221,columbia-university-in-the-city-of-new-york,computer-science-110701
141001,Electrical & Electronics Engineering,2020,2020,190150,Columbia University in the City of New York,1,Men,220,columbia-university-in-the-city-of-new-york,electrical-electronics-engineering
143701,Operations Research,2020,2020,190150,Columbia University in the City of New York,1,Men,220,columbia-university-in-the-city-of-new-york,operations-research-143701
450601,General Economics,2014,2014,190150,Columbia University in the City of New York,1,Men,220,columbia-university-in-the-city-of-new-york,general-economics
220101,Law,2016,2016,190150,Columbia University in the City of New York,1,Men,219,columbia-university-in-the-city-of-new-york,law-220101
270501,General Statistics,2017,2017,190150,Columbia University in the City of New York,1,Men,219,columbia-university-in-the-city-of-new-york,general-statistics
141001,Electrical & Electronics Engineering,2013,2013,190150,Columbia University in the City of New York,1,Men,217,columbia-university-in-the-city-of-new-york,electrical-electronics-engineering
141001,Electrical & Electronics Engineering,2016,2016,190150,Columbia University in the City of New York,1,Men,217,columbia-university-in-the-city-of-new-york,electrical-electronics-engineering
450601,General Economics,2012,2012,190150,Columbia University in the City of New York,1,Men,216,columbia-university-in-the-city-of-new-york,general-economics
450601,General Economics,2013,2013,190150,Columbia University in the City of New York,1,Men,216,columbia-university-in-the-city-of-new-york,general-economics
141001,Electrical & Electronics Engineering,2015,2015,190150,Columbia University in the City of New York,1,Men,212,columbia-university-in-the-city-of-new-york,electrical-electronics-engineering
220101,Law,2020,2020,190150,Columbia University in the City of New York,1,Men,211,columbia-university-in-the-city-of-new-york,law-220101
440401,Public Administration,2015,2015,190150,Columbia University in the City of New York,1,Men,211,columbia-university-in-the-city-of-new-york,public-administration-440401
270501,General Statistics,2018,2018,190150,Columbia University in the City of New York,1,Men,202,columbia-university-in-the-city-of-new-york,general-statistics
141001,Electrical & Electronics Engineering,2018,2018,190150,Columbia University in the City of New York,1,Men,200,columbia-university-in-the-city-of-new-york,electrical-electronics-engineering
440401,Public Administration,2017,2017,190150,Columbia University in the City of New York,1,Men,197,columbia-university-in-the-city-of-new-york,public-administration-440401
440401,Public Administration,2016,2016,190150,Columbia University in the City of New York,1,Men,195,columbia-university-in-the-city-of-new-york,public-administration-440401
440401,Public Administration,2018,2018,190150,Columbia University in the City of New York,1,Men,193,columbia-university-in-the-city-of-new-york,public-administration-440401
141001,Electrical & Electronics Engineering,2017,2017,190150,Columbia University in the City of New York,1,Men,188,columbia-university-in-the-city-of-new-york,electrical-electronics-engineering
440401,Public Administration,2014,2014,190150,Columbia University in the City of New York,1,Men,188,columbia-university-in-the-city-of-new-york,public-administration-440401
440401,Public Administration,2020,2020,190150,Columbia University in the City of New York,1,Men,187,columbia-university-in-the-city-of-new-york,public-administration-440401
270501,General Statistics,2016,2016,190150,Columbia University in the City of New York,1,Men,186,columbia-university-in-the-city-of-new-york,general-statistics
141901,Mechanical Engineering,2020,2020,190150,Columbia University in the City of New York,1,Men,184,columbia-university-in-the-city-of-new-york,mechanical-engineering-141901
440401,Public Administration,2019,2019,190150,Columbia University in the City of New York,1,Men,179,columbia-university-in-the-city-of-new-york,public-administration-440401
141001,Electrical & Electronics Engineering,2019,2019,190150,Columbia University in the City of New York,1,Men,178,columbia-university-in-the-city-of-new-york,electrical-electronics-engineering
451001,General Political Science & Government,2019,2019,190150,Columbia University in the City of New York,1,Men,177,columbia-university-in-the-city-of-new-york,general-political-science-government
141001,Electrical & Electronics Engineering,2014,2014,190150,Columbia University in the City of New York,1,Men,176,columbia-university-in-the-city-of-new-york,electrical-electronics-engineering
440401,Public Administration,2013,2013,190150,Columbia University in the City of New York,1,Men,176,columbia-university-in-the-city-of-new-york,public-administration-440401
451001,General Political Science & Government,2018,2018,190150,Columbia University in the City of New York,1,Men,175,columbia-university-in-the-city-of-new-york,general-political-science-government
440401,Public Administration,2012,2012,190150,Columbia University in the City of New York,1,Men,171,columbia-university-in-the-city-of-new-york,public-administration-440401
141001,Electrical & Electronics Engineering,2012,2012,190150,Columbia University in the City of New York,1,Men,164,columbia-university-in-the-city-of-new-york,electrical-electronics-engineering
451001,General Political Science & Government,2015,2015,190150,Columbia University in the City of New York,1,Men,164,columbia-university-in-the-city-of-new-york,general-political-science-government
451001,General Political Science & Government,2020,2020,190150,Columbia University in the City of New York,1,Men,164,columbia-university-in-the-city-of-new-york,general-political-science-government
450601,General Economics,2017,2017,190150,Columbia University in the City of New York,1,Men,163,columbia-university-in-the-city-of-new-york,general-economics
451001,General Political Science & Government,2016,2016,190150,Columbia University in the City of New York,1,Men,163,columbia-university-in-the-city-of-new-york,general-political-science-government
220201,General Advanced Legal Studies,2017,2017,190150,Columbia University in the City of New York,1,Men,162,columbia-university-in-the-city-of-new-york,general-advanced-legal-studies
270501,General Statistics,2015,2015,190150,Columbia University in the City of New York,1,Men,162,columbia-university-in-the-city-of-new-york,general-statistics
451001,General Political Science & Government,2014,2014,190150,Columbia University in the City of New York,1,Men,161,columbia-university-in-the-city-of-new-york,general-political-science-government
220201,General Advanced Legal Studies,2019,2019,190150,Columbia University in the City of New York,1,Men,157,columbia-university-in-the-city-of-new-york,general-advanced-legal-studies
451001,General Political Science & Government,2017,2017,190150,Columbia University in the City of New York,1,Men,155,columbia-university-in-the-city-of-new-york,general-political-science-government
220201,General Advanced Legal Studies,2020,2020,190150,Columbia University in the City of New York,1,Men,147,columbia-university-in-the-city-of-new-york,general-advanced-legal-studies
451001,General Political Science & Government,2012,2012,190150,Columbia University in the City of New York,1,Men,145,columbia-university-in-the-city-of-new-york,general-political-science-government
141901,Mechanical Engineering,2017,2017,190150,Columbia University in the City of New York,1,Men,144,columbia-university-in-the-city-of-new-york,mechanical-engineering-141901
110101,General Computer & Information Sciences,2018,2018,190150,Columbia University in the City of New York,1,Men,143,columbia-university-in-the-city-of-new-york,general-computer-information-sciences-110101
141901,Mechanical Engineering,2015,2015,190150,Columbia University in the City of New York,1,Men,140,columbia-university-in-the-city-of-new-york,mechanical-engineering-141901
141901,Mechanical Engineering,2018,2018,190150,Columbia University in the City of New York,1,Men,140,columbia-university-in-the-city-of-new-york,mechanical-engineering-141901
220201,General Advanced Legal Studies,2012,2012,190150,Columbia University in the City of New York,1,Men,140,columbia-university-in-the-city-of-new-york,general-advanced-legal-studies
220201,General Advanced Legal Studies,2016,2016,190150,Columbia University in the City of New York,1,Men,140,columbia-university-in-the-city-of-new-york,general-advanced-legal-studies
220201,General Advanced Legal Studies,2018,2018,190150,Columbia University in the City of New York,1,Men,140,columbia-university-in-the-city-of-new-york,general-advanced-legal-studies
450901,International Relations & Affairs,2012,2012,190150,Columbia University in the City of New York,1,Men,139,columbia-university-in-the-city-of-new-york,international-relations-affairs
451001,General Political Science & Government,2013,2013,190150,Columbia University in the City of New York,1,Men,135,columbia-university-in-the-city-of-new-york,general-political-science-government
141901,Mechanical Engineering,2013,2013,190150,Columbia University in the City of New York,1,Men,133,columbia-university-in-the-city-of-new-york,mechanical-engineering-141901
140801,General Civil Engineering,2016,2016,190150,Columbia University in the City of New York,1,Men,131,columbia-university-in-the-city-of-new-york,general-civil-engineering
220201,General Advanced Legal Studies,2013,2013,190150,Columbia University in the City of New York,1,Men,131,columbia-university-in-the-city-of-new-york,general-advanced-legal-studies
540101,General History,2012,2012,190150,Columbia University in the City of New York,1,Men,131,columbia-university-in-the-city-of-new-york,general-history
141901,Mechanical Engineering,2014,2014,190150,Columbia University in the City of New York,1,Men,130,columbia-university-in-the-city-of-new-york,mechanical-engineering-141901
141901,Mechanical Engineering,2019,2019,190150,Columbia University in the City of New York,1,Men,130,columbia-university-in-the-city-of-new-york,mechanical-engineering-141901
90401,Journalism,2012,2012,190150,Columbia University in the City of New York,1,Men,128,columbia-university-in-the-city-of-new-york,journalism-090401
270501,General Statistics,2013,2013,190150,Columbia University in the City of New York,1,Men,127,columbia-university-in-the-city-of-new-york,general-statistics
270501,General Statistics,2014,2014,190150,Columbia University in the City of New York,1,Men,127,columbia-university-in-the-city-of-new-york,general-statistics
220201,General Advanced Legal Studies,2014,2014,190150,Columbia University in the City of New York,1,Men,126,columbia-university-in-the-city-of-new-york,general-advanced-legal-studies
110101,General Computer & Information Sciences,2020,2020,190150,Columbia University in the City of New York,1,Men,123,columbia-university-in-the-city-of-new-york,general-computer-information-sciences-110101
140801,General Civil Engineering,2014,2014,190150,Columbia University in the City of New York,1,Men,123,columbia-university-in-the-city-of-new-york,general-civil-engineering
450901,International Relations & Affairs,2013,2013,190150,Columbia University in the City of New York,1,Men,123,columbia-university-in-the-city-of-new-york,international-relations-affairs
540101,General History,2013,2013,190150,Columbia University in the City of New York,1,Men,123,columbia-university-in-the-city-of-new-york,general-history
141901,Mechanical Engineering,2016,2016,190150,Columbia University in the City of New York,1,Men,122,columbia-university-in-the-city-of-new-york,mechanical-engineering-141901
220201,General Advanced Legal Studies,2015,2015,190150,Columbia University in the City of New York,1,Men,122,columbia-university-in-the-city-of-new-york,general-advanced-legal-studies
40902,Architectural & Building Sciences & Technology,2019,2019,190150,Columbia University in the City of New York,1,Men,118,columbia-university-in-the-city-of-new-york,architectural-building-sciences-technology
141901,Mechanical Engineering,2012,2012,190150,Columbia University in the City of New York,1,Men,118,columbia-university-in-the-city-of-new-york,mechanical-engineering-141901
140801,General Civil Engineering,2015,2015,190150,Columbia University in the City of New York,1,Men,116,columbia-university-in-the-city-of-new-york,general-civil-engineering
450901,International Relations & Affairs,2015,2015,190150,Columbia University in the City of New York,1,Men,116,columbia-university-in-the-city-of-new-york,international-relations-affairs
140801,General Civil Engineering,2013,2013,190150,Columbia University in the City of New York,1,Men,114,columbia-university-in-the-city-of-new-york,general-civil-engineering
540101,General History,2014,2014,190150,Columbia University in the City of New York,1,Men,114,columbia-university-in-the-city-of-new-york,general-history
540101,General History,2020,2020,190150,Columbia University in the City of New York,1,Men,114,columbia-university-in-the-city-of-new-york,general-history
40201,Architecture,2012,2012,190150,Columbia University in the City of New York,1,Men,111,columbia-university-in-the-city-of-new-york,architecture-040201
40902,Architectural & Building Sciences & Technology,2020,2020,190150,Columbia University in the City of New York,1,Men,110,columbia-university-in-the-city-of-new-york,architectural-building-sciences-technology
90401,Journalism,2013,2013,190150,Columbia University in the City of New York,1,Men,109,columbia-university-in-the-city-of-new-york,journalism-090401
90401,Journalism,2014,2014,190150,Columbia University in the City of New York,1,Men,109,columbia-university-in-the-city-of-new-york,journalism-090401
450901,International Relations & Affairs,2016,2016,190150,Columbia University in the City of New York,1,Men,109,columbia-university-in-the-city-of-new-york,international-relations-affairs
40201,Architecture,2014,2014,190150,Columbia University in the City of New York,1,Men,108,columbia-university-in-the-city-of-new-york,architecture-040201
40201,Architecture,2015,2015,190150,Columbia University in the City of New York,1,Men,108,columbia-university-in-the-city-of-new-york,architecture-040201
40902,Architectural & Building Sciences & Technology,2018,2018,190150,Columbia University in the City of New York,1,Men,108,columbia-university-in-the-city-of-new-york,architectural-building-sciences-technology
140801,General Civil Engineering,2020,2020,190150,Columbia University in the City of New York,1,Men,108,columbia-university-in-the-city-of-new-york,general-civil-engineering
270501,General Statistics,2012,2012,190150,Columbia University in the City of New York,1,Men,108,columbia-university-in-the-city-of-new-york,general-statistics
540101,General History,2017,2017,190150,Columbia University in the City of New York,1,Men,108,columbia-university-in-the-city-of-new-york,general-history
540101,General History,2015,2015,190150,Columbia University in the City of New York,1,Men,106,columbia-university-in-the-city-of-new-york,general-history
40201,Architecture,2013,2013,190150,Columbia University in the City of New York,1,Men,105,columbia-university-in-the-city-of-new-york,architecture-040201
140801,General Civil Engineering,2018,2018,190150,Columbia University in the City of New York,1,Men,104,columbia-university-in-the-city-of-new-york,general-civil-engineering
40301,"Urban, Community, & Regional Planning",2012,2012,190150,Columbia University in the City of New York,1,Men,102,columbia-university-in-the-city-of-new-york,urban-community-regional-planning
140801,General Civil Engineering,2017,2017,190150,Columbia University in the City of New York,1,Men,102,columbia-university-in-the-city-of-new-york,general-civil-engineering
521399,Other Management Sciences & Quantitative Methods,2019,2019,190150,Columbia University in the City of New York,1,Men,100,columbia-university-in-the-city-of-new-york,other-management-sciences-quantitative-methods
540101,General History,2019,2019,190150,Columbia University in the City of New York,1,Men,100,columbia-university-in-the-city-of-new-york,general-history
450901,International Relations & Affairs,2014,2014,190150,Columbia University in the City of New York,1,Men,98,columbia-university-in-the-city-of-new-york,international-relations-affairs
110101,General Computer & Information Sciences,2019,2019,190150,Columbia University in the City of New York,1,Men,97,columbia-university-in-the-city-of-new-york,general-computer-information-sciences-110101
450901,International Relations & Affairs,2018,2018,190150,Columbia University in the City of New York,1,Men,97,columbia-university-in-the-city-of-new-york,international-relations-affairs
540101,General History,2018,2018,190150,Columbia University in the City of New York,1,Men,97,columbia-university-in-the-city-of-new-york,general-history
450901,International Relations & Affairs,2017,2017,190150,Columbia University in the City of New York,1,Men,96,columbia-university-in-the-city-of-new-york,international-relations-affairs
512201,General Public Health,2014,2014,190150,Columbia University in the City of New York,1,Men,95,columbia-university-in-the-city-of-new-york,general-public-health
90499,Other Journalism,2016,2016,190150,Columbia University in the City of New York,1,Men,94,columbia-university-in-the-city-of-new-york,other-journalism
450603,Econometrics & Quantitative Economics,2017,2017,190150,Columbia University in the City of New York,1,Men,94,columbia-university-in-the-city-of-new-york,econometrics-quantitative-economics
450901,International Relations & Affairs,2019,2019,190150,Columbia University in the City of New York,1,Men,94,columbia-university-in-the-city-of-new-york,international-relations-affairs
41001,Real Estate Development,2020,2020,190150,Columbia University in the City of New York,1,Men,92,columbia-university-in-the-city-of-new-york,real-estate-development-041001
41001,Real Estate Development,2018,2018,190150,Columbia University in the City of New York,1,Men,91,columbia-university-in-the-city-of-new-york,real-estate-development-041001
140801,General Civil Engineering,2012,2012,190150,Columbia University in the City of New York,1,Men,89,columbia-university-in-the-city-of-new-york,general-civil-engineering
540101,General History,2016,2016,190150,Columbia University in the City of New York,1,Men,89,columbia-university-in-the-city-of-new-york,general-history
41001,Real Estate Development,2017,2017,190150,Columbia University in the City of New York,1,Men,87,columbia-university-in-the-city-of-new-york,real-estate-development-041001
303301,Sustainability Studies,2014,2014,190150,Columbia University in the City of New York,1,Men,87,columbia-university-in-the-city-of-new-york,sustainability-studies-303301
90499,Other Journalism,2017,2017,190150,Columbia University in the City of New York,1,Men,86,columbia-university-in-the-city-of-new-york,other-journalism
111005,Information Technology Project Management,2020,2020,190150,Columbia University in the City of New York,1,Men,85,columbia-university-in-the-city-of-new-york,information-technology-project-management
511201,Medicine,2012,2012,190150,Columbia University in the City of New York,1,Men,85,columbia-university-in-the-city-of-new-york,medicine-511201
511201,Medicine,2018,2018,190150,Columbia University in the City of New York,1,Men,85,columbia-university-in-the-city-of-new-york,medicine-511201
511201,Medicine,2019,2019,190150,Columbia University in the City of New York,1,Men,85,columbia-university-in-the-city-of-new-york,medicine-511201
511201,Medicine,2013,2013,190150,Columbia University in the City of New York,1,Men,84,columbia-university-in-the-city-of-new-york,medicine-511201
521399,Other Management Sciences & Quantitative Methods,2018,2018,190150,Columbia University in the City of New York,1,Men,84,columbia-university-in-the-city-of-new-york,other-management-sciences-quantitative-methods
512201,General Public Health,2015,2015,190150,Columbia University in the City of New York,1,Men,83,columbia-university-in-the-city-of-new-york,general-public-health
511201,Medicine,2016,2016,190150,Columbia University in the City of New York,1,Men,82,columbia-university-in-the-city-of-new-york,medicine-511201
511201,Medicine,2017,2017,190150,Columbia University in the City of New York,1,Men,82,columbia-university-in-the-city-of-new-york,medicine-511201
140501,Bioengineering & Biomedical Engineering,2020,2020,190150,Columbia University in the City of New York,1,Men,81,columbia-university-in-the-city-of-new-york,bioengineering-biomedical-engineering
512201,General Public Health,2016,2016,190150,Columbia University in the City of New York,1,Men,81,columbia-university-in-the-city-of-new-york,general-public-health
450901,International Relations & Affairs,2020,2020,190150,Columbia University in the City of New York,1,Men,80,columbia-university-in-the-city-of-new-york,international-relations-affairs
270101,General Mathematics,2016,2016,190150,Columbia University in the City of New York,1,Men,79,columbia-university-in-the-city-of-new-york,general-mathematics
111005,Information Technology Project Management,2019,2019,190150,Columbia University in the City of New York,1,Men,78,columbia-university-in-the-city-of-new-york,information-technology-project-management
90499,Other Journalism,2020,2020,190150,Columbia University in the City of New York,1,Men,77,columbia-university-in-the-city-of-new-york,other-journalism
140701,Chemical Engineering,2016,2016,190150,Columbia University in the City of New York,1,Men,77,columbia-university-in-the-city-of-new-york,chemical-engineering-140701
400801,General Physics,2014,2014,190150,Columbia University in the City of New York,1,Men,77,columbia-university-in-the-city-of-new-york,general-physics
521206,Information Resources Management,2018,2018,190150,Columbia University in the City of New York,1,Men,77,columbia-university-in-the-city-of-new-york,information-resources-management
90499,Other Journalism,2015,2015,190150,Columbia University in the City of New York,1,Men,76,columbia-university-in-the-city-of-new-york,other-journalism
511201,Medicine,2014,2014,190150,Columbia University in the City of New York,1,Men,76,columbia-university-in-the-city-of-new-york,medicine-511201
41001,Real Estate Development,2016,2016,190150,Columbia University in the City of New York,1,Men,75,columbia-university-in-the-city-of-new-york,real-estate-development-041001
41001,Real Estate Development,2019,2019,190150,Columbia University in the City of New York,1,Men,75,columbia-university-in-the-city-of-new-york,real-estate-development-041001
140801,General Civil Engineering,2019,2019,190150,Columbia University in the City of New York,1,Men,75,columbia-university-in-the-city-of-new-york,general-civil-engineering
440701,Social Work,2019,2019,190150,Columbia University in the City of New York,1,Men,75,columbia-university-in-the-city-of-new-york,social-work-440701
303301,Sustainability Studies,2015,2015,190150,Columbia University in the City of New York,1,Men,74,columbia-university-in-the-city-of-new-york,sustainability-studies-303301
400801,General Physics,2018,2018,190150,Columbia University in the City of New York,1,Men,74,columbia-university-in-the-city-of-new-york,general-physics
400801,General Physics,2020,2020,190150,Columbia University in the City of New York,1,Men,74,columbia-university-in-the-city-of-new-york,general-physics
511201,Medicine,2020,2020,190150,Columbia University in the City of New York,1,Men,74,columbia-university-in-the-city-of-new-york,medicine-511201
230101,General English Language & Literature,2015,2015,190150,Columbia University in the City of New York,1,Men,73,columbia-university-in-the-city-of-new-york,general-english-language-literature-230101
270502,Mathematical Statistics & Probability,2015,2015,190150,Columbia University in the City of New York,1,Men,73,columbia-university-in-the-city-of-new-york,mathematical-statistics-probability
90499,Other Journalism,2019,2019,190150,Columbia University in the City of New York,1,Men,72,columbia-university-in-the-city-of-new-york,other-journalism
140701,Chemical Engineering,2015,2015,190150,Columbia University in the City of New York,1,Men,72,columbia-university-in-the-city-of-new-york,chemical-engineering-140701
140701,Chemical Engineering,2017,2017,190150,Columbia University in the City of New York,1,Men,72,columbia-university-in-the-city-of-new-york,chemical-engineering-140701
511201,Medicine,2015,2015,190150,Columbia University in the City of New York,1,Men,72,columbia-university-in-the-city-of-new-york,medicine-511201
143501,Industrial Engineering,2017,2017,190150,Columbia University in the City of New York,1,Men,71,columbia-university-in-the-city-of-new-york,industrial-engineering-143501
270101,General Mathematics,2017,2017,190150,Columbia University in the City of New York,1,Men,71,columbia-university-in-the-city-of-new-york,general-mathematics
230101,General English Language & Literature,2013,2013,190150,Columbia University in the City of New York,1,Men,70,columbia-university-in-the-city-of-new-york,general-english-language-literature-230101
303301,Sustainability Studies,2016,2016,190150,Columbia University in the City of New York,1,Men,70,columbia-university-in-the-city-of-new-york,sustainability-studies-303301
90499,Other Journalism,2018,2018,190150,Columbia University in the City of New York,1,Men,69,columbia-university-in-the-city-of-new-york,other-journalism
140701,Chemical Engineering,2018,2018,190150,Columbia University in the City of New York,1,Men,69,columbia-university-in-the-city-of-new-york,chemical-engineering-140701
521304,Actuarial Science,2017,2017,190150,Columbia University in the City of New York,1,Men,69,columbia-university-in-the-city-of-new-york,actuarial-science
40201,Architecture,2016,2016,190150,Columbia University in the City of New York,1,Men,68,columbia-university-in-the-city-of-new-york,architecture-040201
140501,Bioengineering & Biomedical Engineering,2016,2016,190150,Columbia University in the City of New York,1,Men,68,columbia-university-in-the-city-of-new-york,bioengineering-biomedical-engineering
270101,General Mathematics,2013,2013,190150,Columbia University in the City of New York,1,Men,68,columbia-university-in-the-city-of-new-york,general-mathematics
270101,General Mathematics,2018,2018,190150,Columbia University in the City of New York,1,Men,68,columbia-university-in-the-city-of-new-york,general-mathematics
440701,Social Work,2018,2018,190150,Columbia University in the City of New York,1,Men,68,columbia-university-in-the-city-of-new-york,social-work-440701
143501,Industrial Engineering,2018,2018,190150,Columbia University in the City of New York,1,Men,67,columbia-university-in-the-city-of-new-york,industrial-engineering-143501
270101,General Mathematics,2015,2015,190150,Columbia University in the City of New York,1,Men,67,columbia-university-in-the-city-of-new-york,general-mathematics
400801,General Physics,2013,2013,190150,Columbia University in the City of New York,1,Men,67,columbia-university-in-the-city-of-new-york,general-physics
512201,General Public Health,2017,2017,190150,Columbia University in the City of New York,1,Men,67,columbia-university-in-the-city-of-new-york,general-public-health
140701,Chemical Engineering,2014,2014,190150,Columbia University in the City of New York,1,Men,66,columbia-university-in-the-city-of-new-york,chemical-engineering-140701
230101,General English Language & Literature,2014,2014,190150,Columbia University in the City of New York,1,Men,66,columbia-university-in-the-city-of-new-york,general-english-language-literature-230101
230101,General English Language & Literature,2018,2018,190150,Columbia University in the City of New York,1,Men,66,columbia-university-in-the-city-of-new-york,general-english-language-literature-230101
310504,Sport & Fitness Management,2018,2018,190150,Columbia University in the City of New York,1,Men,66,columbia-university-in-the-city-of-new-york,sport-fitness-management
512201,General Public Health,2012,2012,190150,Columbia University in the City of New York,1,Men,66,columbia-university-in-the-city-of-new-york,general-public-health
41001,Real Estate Development,2015,2015,190150,Columbia University in the City of New York,1,Men,65,columbia-university-in-the-city-of-new-york,real-estate-development-041001
231302,Creative Writing,2018,2018,190150,Columbia University in the City of New York,1,Men,65,columbia-university-in-the-city-of-new-york,creative-writing-231302
400801,General Physics,2012,2012,190150,Columbia University in the City of New York,1,Men,65,columbia-university-in-the-city-of-new-york,general-physics
400801,General Physics,2015,2015,190150,Columbia University in the City of New York,1,Men,65,columbia-university-in-the-city-of-new-york,general-physics
400801,General Physics,2019,2019,190150,Columbia University in the City of New York,1,Men,65,columbia-university-in-the-city-of-new-york,general-physics
440701,Social Work,2012,2012,190150,Columbia University in the City of New York,1,Men,65,columbia-university-in-the-city-of-new-york,social-work-440701
270101,General Mathematics,2019,2019,190150,Columbia University in the City of New York,1,Men,64,columbia-university-in-the-city-of-new-york,general-mathematics
270101,General Mathematics,2020,2020,190150,Columbia University in the City of New York,1,Men,64,columbia-university-in-the-city-of-new-york,general-mathematics
303301,Sustainability Studies,2019,2019,190150,Columbia University in the City of New York,1,Men,64,columbia-university-in-the-city-of-new-york,sustainability-studies-303301
422799,Other Research & Experimental Psychology,2015,2015,190150,Columbia University in the City of New York,1,Men,64,columbia-university-in-the-city-of-new-york,other-research-experimental-psychology
